fname,liveness_score
0.mp4,0.9993284940719604
1001.mp4,0.9999968409538269
1005.mp4,0.999973475933075
100.mp4,0.9997590780258179
1022.mp4,0.9999415278434753
1023.mp4,0.9964243173599243
1045.mp4,4.350658286966791e-07
1048.mp4,0.9999798536300659
1049.mp4,9.408025789525709e-07
1062.mp4,2.3883526409917977e-06
1079.mp4,0.999973475933075
1092.mp4,0.9999998807907104
1102.mp4,6.030899385223165e-05
1116.mp4,0.9998887777328491
1122.mp4,0.9999713897705078
1132.mp4,1.4932613339624368e-05
1133.mp4,4.359804677278589e-07
1141.mp4,8.41179144117632e-08
1151.mp4,0.9999119639396667
1156.mp4,0.9995068311691284
1159.mp4,0.9960100650787354
1178.mp4,0.9999520182609558
1180.mp4,1.0540869652686524e-06
1187.mp4,0.9999988079071045
118.mp4,0.9999205470085144
1201.mp4,0.8808706998825073
1208.mp4,0.9998270273208618
1214.mp4,0.9974974989891052
121.mp4,0.999743640422821
1220.mp4,2.234070706208513e-07
1224.mp4,2.2277859898167662e-05
1227.mp4,2.3453618268831633e-05
1239.mp4,0.9999961853027344
123.mp4,0.9999401569366455
1243.mp4,0.999545693397522
1246.mp4,6.929170012881514e-06
1247.mp4,0.9997872710227966
1249.mp4,0.9999992251396179
57.mp4,0.9998201131820679
581.mp4,2.6033862013719045e-05
586.mp4,0.9993789196014404
592.mp4,0.9816564917564392
607.mp4,0.9998753070831299
60.mp4,0.9999721050262451
616.mp4,0.9788066148757935
621.mp4,0.9970805048942566
626.mp4,0.9999980926513672
62.mp4,7.938756425573956e-07
634.mp4,0.9999067187309265
638.mp4,4.996805103019142e-08
647.mp4,0.9991880655288696
648.mp4,7.586429973116537e-08
64.mp4,0.9999908208847046
659.mp4,0.9995436072349548
660.mp4,8.232835534727201e-05
661.mp4,4.051580049235781e-07
666.mp4,0.001219012774527073
488.mp4,0.9995929598808289
496.mp4,0.9999837875366211
49.mp4,0.9998070597648621
4.mp4,0.9999983310699463
500.mp4,4.16044749727007e-05
507.mp4,0.9999947547912598
510.mp4,0.21401719748973846
516.mp4,1.0
51.mp4,0.9999415278434753
522.mp4,1.9991155397747207e-08
523.mp4,0.9997641444206238
527.mp4,0.999950110912323
528.mp4,0.9986280202865601
537.mp4,0.35168612003326416
539.mp4,0.9998972415924072
5428.mp4,0.9999998807907104
545.mp4,0.9999849200248718
552.mp4,0.9999944567680359
566.mp4,0.9999391436576843
567.mp4,0.000548468844499439
569.mp4,0.9694201946258545
574.mp4,2.091076567012351e-06
1548.mp4,0.9999145269393921
1558.mp4,0.9999990463256836
1560.mp4,0.000630198628641665
1561.mp4,0.9511079788208008
1563.mp4,1.1658213283638474e-10
1566.mp4,3.7429179755577024e-09
1571.mp4,0.9999518394470215
1586.mp4,1.0464376600793912e-06
1589.mp4,0.9999854564666748
158.mp4,2.3597391418661573e-07
1595.mp4,0.9970166683197021
159.mp4,2.0229119712666943e-08
15.mp4,0.003667424898594618
1600.mp4,8.751784434934962e-07
160.mp4,0.00031810690416023135
1613.mp4,0.9998738169670105
1616.mp4,1.6805143943088297e-08
162.mp4,1.310656361219742e-09
1631.mp4,9.546010915073566e-06
1632.mp4,0.9944089651107788
1155.mp4,4.9624425457750476e-08
1255.mp4,4.885627618023136e-07
132.mp4,0.9999070167541504
1442.mp4,0.9999880790710449
1545.mp4,2.171843334508594e-05
1634.mp4,0.0027233154978603125
1753.mp4,0.999907374382019
1861.mp4,7.349050861193973e-07
234.mp4,2.9696608180529438e-05
338.mp4,0.9957017302513123
486.mp4,0.9998444318771362
578.mp4,0.9999978542327881
672.mp4,0.9995976686477661
762.mp4,1.2599265573953744e-05
867.mp4,0.9999164342880249
1638.mp4,4.0719001503930485e-08
1643.mp4,0.9999668002128601
1648.mp4,0.9999115467071533
1662.mp4,0.9999984502792358
1673.mp4,0.9999723434448242
1677.mp4,9.348895218863618e-06
1678.mp4,0.9999160766601562
1682.mp4,0.9988171458244324
